Seq.No,School_Name,School Address,Full Address,Province,province_weblink,District,Zone,Education Division,School Level,Type,Year Span,Gender,Medium,latitude,longitude
176,URUBOKKA NATIONAL SCHOOL,URUBOKKA,"URUBOKKA NATIONAL SCHOOL, URUBOKKA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Morawaka,Pasgoda,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.3070785,80.6329028
177,KAMBURUPIYIYA NARANDENIYA M.M.V.,KAMBURUPIYIYA,"KAMBURUPIYIYA NARANDENIYA M.M.V., KAMBURUPIYIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Mulatiyana (Hakmana),Kamburupitiya,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.08333,80.58333
178,DEYIYANDARA NATIONAL SCHOOL,DEYIYANDARA,"DEYIYANDARA NATIONAL SCHOOL, DEYIYANDARA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Mulatiyana (Hakmana),Mulatiyana,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1219647,80.2503335
179,THIHAGODA M.M.V.,THIHAGODA,"THIHAGODA M.M.V., THIHAGODA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Matara,Mulatiyana (Hakmana),Thihagoda,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.0135009,80.5657086
180,HUNGAMA VIJAYABA NATIONAL SCHOOL,HUNGAMA,"HUNGAMA VIJAYABA NATIONAL SCHOOL, HUNGAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Ambalantota,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.1074233,80.9264592
181,AMBALANTOTA THERAPUTHTHA N.S,AMBALANTOTA,"AMBALANTOTA THERAPUTHTHA N.S, AMBALANTOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Ambalantota,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1226799,81.0228623
182,HAMBANTOTA ST.MARY'S COLLEGE,HAMBANTOTA,"HAMBANTOTA ST.MARY'S COLLEGE, HAMBANTOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Hambantota,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1245369,81.1183714
183,HAMBANTOTA TZU-CHI NATIONAL SCHOOL,"SIRIBOPURA, HAMBANTOTA","HAMBANTOTA TZU-CHI NATIONAL SCHOOL, SIRIBOPURA, HAMBANTOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Hambantota,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1602575,81.1202847
184,HAMABANTOTA ZAHIRA N.S.,HAMABANTOTA,"HAMABANTOTA ZAHIRA N.S., HAMABANTOTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Hambantota,National,1AB,6.Grd 6-13,3.Mixed,Tamil,6.1235697,81.1257799
185,SOORIYAWEWA N.S,"VIDYALA MAWATHA, SOORIYAWEWA","SOORIYAWEWA N.S, VIDYALA MAWATHA, SOORIYAWEWA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Sooriyawewa,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/English,6.3037526,81.0029688
186,THISSAMAHARAMA DEBARAWEWA  CENTRAL SCHOOL,"DEBARAWEWA, THISSAMAHARAMA","THISSAMAHARAMA DEBARAWEWA  CENTRAL SCHOOL, DEBARAWEWA, THISSAMAHARAMA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Hambantota,Thissamaharama,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.2897001,81.2661516
187,ANGUNAKOLAPELESSA MAHANAGA NATIONAL SCHOOL,ANGUNAKOLAPELESSA,"ANGUNAKOLAPELESSA MAHANAGA NATIONAL SCHOOL, ANGUNAKOLAPELESSA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Tangalle,Angunakolapelessa,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1634008,80.8972143
188,GATAMANNA VIJAYA NATIONAL SCHOOL,GATAMANNA,"GATAMANNA VIJAYA NATIONAL SCHOOL, GATAMANNA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Tangalle,Beliatta,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.0519864,80.6965367
189,BELIATTA RUHUNU VIJAYABA NATIONAL COLLEGE,"SITINAMALUWA, BELIATTA","BELIATTA RUHUNU VIJAYABA NATIONAL COLLEGE, SITINAMALUWA, BELIATTA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Tangalle,Beliatta,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.05,80.75
190,TANGALLE BOYS NATIONAL SCHOOL,TANGALLE,"TANGALLE BOYS NATIONAL SCHOOL, TANGALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Tangalle,Tangalle,National,1AB,6.Grd 6-13,1.Boys,Sinhala/English,6.0225281,80.7958878
191,TANGALLE BALIKA VIDYALAYA,TANGALLE,"TANGALLE BALIKA VIDYALAYA, TANGALLE, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Tangalle,Tangalle,National,1AB,6.Grd 6-13,2.Girls,Sinhala/English,6.0225281,80.7958878
192,KATUWANA NATIONAL SCHOOL,KATUWANA,"KATUWANA NATIONAL SCHOOL, KATUWANA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Walasmulla,Katuwana,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.2662839,80.6932941
193,SRI LANKA SINGAPORE FRIENSHIP COLLEGE,"KONDAGALA, WEERAKATIYA","SRI LANKA SINGAPORE FRIENSHIP COLLEGE, KONDAGALA, WEERAKATIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Walasmulla,Walasmulla,National,1AB,6.Grd 6-13,2.Girls,Sinhala/English,6.2347014,80.1374592
194,WALASMULLA NATIONAL SCHOOL,WALASMULLA,"WALASMULLA NATIONAL SCHOOL, WALASMULLA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Walasmulla,Walasmulla,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1563432,80.7022006
195,WEERAKETIYA RAJAPAKSHA CENTTAL COLLEGE,WEERAKETIYA,"WEERAKETIYA RAJAPAKSHA CENTTAL COLLEGE, WEERAKETIYA, Sri Lanka",Southern,https://www.edumin.sp.gov.lk/,Hambantota,Walasmulla,Walasmulla,National,1AB,6.Grd 6-13,3.Mixed,Sinhala/English,6.1350241,80.7718495
196,JAFFNA CENTRAL COLLEGE,JAFFNA,"JAFFNA CENTRAL COLLEGE, JAFFNA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Jaffna,Jaffna,National,1AB,4.Grd 1-13,1.Boys,Tamil/English,9.661808,80.014355
197,JAFFNA HOLY FAMILY CONVENT NATIONAL SCHOOL,"VEMBADY ROAD, JAFFNA","JAFFNA HOLY FAMILY CONVENT NATIONAL SCHOOL, VEMBADY ROAD, JAFFNA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Jaffna,Jaffna,National,1AB,4.Grd 1-13,2.Girls,Tamil/English,9.660545,80.019286
198,JAFFNA VEMBADI GIRLS HIGH SCHOOL,"1ST CROSS STREET, JAFFNA","JAFFNA VEMBADI GIRLS HIGH SCHOOL, 1ST CROSS STREET, JAFFNA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Jaffna,Jaffna,National,1AB,6.Grd 6-13,2.Girls,Tamil/English,9.6631703,80.015546
199,JAFFNA HINDU COLLEGE,KKS ROAD JAFFNA,"JAFFNA HINDU COLLEGE, KKS ROAD JAFFNA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Jaffna,Nallur,National,1AB,6.Grd 6-13,1.Boys,Tamil/English,9.678525,80.011943
200,CHAVAKACHCHERI HINDU COLLEGE,"KANDY ROAD, CHAVAKACHCHERI","CHAVAKACHCHERI HINDU COLLEGE, KANDY ROAD, CHAVAKACHCHERI, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Thenmaradchi,Chavakachcheri,National,1AB,6.Grd 6-13,3.Mixed,Tamil/English,9.6686232,80.1704813
201,NELLIADY CENTRAL COLLEGE,KARAVEDDY,"NELLIADY CENTRAL COLLEGE, KARAVEDDY, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Vadamaradchi,Karaveddy,National,1AB,6.Grd 6-13,3.Mixed,Tamil/English,9.8,80.2
202,MANIPAY HINDU COLLEGE (NATIONAL SCHOOL),"SANGARAPILLAI ROAD, MANIPAY","MANIPAY HINDU COLLEGE (NATIONAL SCHOOL), SANGARAPILLAI ROAD, MANIPAY, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Jaffna,Valikamam,Sandilipay,National,1AB,6.Grd 6-13,1.Boys,Tamil/English,9.7261,79.9899
203,MANNAR ST. XAVIERS BOYS COLLEGE,"SINNAKADAI, MANNAR","MANNAR ST. XAVIERS BOYS COLLEGE, SINNAKADAI, MANNAR, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Mannar,Mannar,Mannar,National,1AB,4.Grd 1-13,1.Boys,Tamil/English,8.9883884,79.9083258
204,MANNAR ST. XAVIER'S GIRLS' COLLEGE,"SINNAKADAI, MANNAR","MANNAR ST. XAVIER'S GIRLS' COLLEGE, SINNAKADAI, MANNAR, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Mannar,Mannar,Mannar,National,1AB,4.Grd 1-13,2.Girls,Tamil/English,8.9883884,79.9083258
205,SITHIVINAYAGAR HINDU COLLEGE,UPPUKULAM MANNAR,"SITHIVINAYAGAR HINDU COLLEGE, UPPUKULAM MANNAR, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Mannar,Mannar,Mannar,National,1AB,4.Grd 1-13,3.Mixed,Tamil/English,8.9820244,79.9182066
206,AL-AZHAR M.V.,"MOORSTREET, MANNAR","AL-AZHAR M.V., MOORSTREET, MANNAR, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Mannar,Mannar,Mannar,National,1AB,4.Grd 1-13,3.Mixed,Tamil/English,8.9867399,79.9135603
207,MUSALI NATIONAL SCHOOL,"MUSALI, CHILAWATHUARI","MUSALI NATIONAL SCHOOL, MUSALI, CHILAWATHUARI, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Mannar,Mannar,Musali,National,1AB,6.Grd 6-13,3.Mixed,Tamil,8.7474342,79.9548259
208,MADUKANDA  MAHA VIDIYALAYA (NATIONAL SCHOOL),MADUKANDA VAVUNIYA,"MADUKANDA  MAHA VIDIYALAYA (NATIONAL SCHOOL), MADUKANDA VAVUNIYA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Vavuniya,Vavuniya South,Vavuniya South-Sinhala,National,1AB,4.Grd 1-13,3.Mixed,Sinhala,8.7348477,80.563521
209,GAMINI NATIONAL SCHOOL,MANNAR ROAD VAVUNIYA,"GAMINI NATIONAL SCHOOL, MANNAR ROAD VAVUNIYA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Vavuniya,Vavuniya South,Vavuniya South-Sinhala,National,1AB,4.Grd 1-13,3.Mixed,Sinhala/Tamil/English,8.7549852,80.4944899
210,VAVUNIYA RAMBAIKULAM GIRLS MAHA VIDYALAYAM,RAMBAIKULAM VAVUNIYA,"VAVUNIYA RAMBAIKULAM GIRLS MAHA VIDYALAYAM, RAMBAIKULAM VAVUNIYA, Sri Lanka",Northern,https://www.edudept.np.gov.lk/,Vavuniya,Vavuniya South,Vavuniya South-Tamil,National,1AB,4.Grd 1-13,2.Girls,Tamil/English,8.7495552,80.5091965
